0.1000000000000000056 0.002998639 0.002981773 0.004742815 0.009438822 0.007838625 0.007860022 
0.2000000000000000111 0.002089619 0.002097455 0.003360284 0.006600082 0.005535353 0.005449744 
0.3000000000000000444 0.001697478 0.001725698 0.002740631 0.00535041 0.004527281 0.004349552 
0.4000000000000000222 0.001480894 0.001496253 0.002382777 0.004655295 0.003957545 0.003810435 
0.5 0.001325496 0.001332441 0.002145768 0.004153774 0.003560672 0.003431156 
0.6000000000000000888 0.001210243 0.001212426 0.001935486 0.003780861 0.003237334 0.003094485 
0.7000000000000000666 0.001128931 0.001125941 0.001786428 0.003548651 0.003021552 0.00286808 
0.8000000000000000444 0.001061389 0.001052304 0.001693014 0.00328645 0.002815794 0.00268531 
0.9000000000000000222 0.0009920476 0.0009935554 0.001593167 0.003107256 0.002670927 0.002535674 
1 0.0009491821 0.0009450418 0.001528286 0.002982437 0.002545002 0.002393637 
1.100000000000000089 0.000897023 0.0009096807 0.001441453 0.00283797 0.002422691 0.002296749 
1.200000000000000178 0.0008595933 0.0008643617 0.001377362 0.002705256 0.002345545 0.002203935 
1.300000000000000044 0.000829917 0.0008256317 0.001337408 0.002612883 0.00224089 0.002103229 
1.400000000000000133 0.0007957621 0.0008063547 0.001294423 0.002500932 0.002193454 0.002071917 
1.5 0.000766832 0.0007793215 0.001238437 0.002397777 0.002104023 0.001990073 
1.600000000000000089 0.0007443537 0.0007549102 0.001225242 0.002333841 0.002054101 0.001923471 
1.700000000000000178 0.0007333332 0.0007369983 0.001169898 0.002284075 0.002013129 0.001876454 
1.800000000000000044 0.0007021304 0.0007189719 0.001123563 0.002187885 0.001945605 0.001806553 
1.900000000000000133 0.0006934145 0.0006892514 0.001115763 0.002169081 0.001910217 0.001760439 
2 0.000667754 0.0006796261 0.001083061 0.002116522 0.001867812 0.001752606 
2.100000000000000089 0.0006552683 0.0006647659 0.001058036 0.002032556 0.001837577 0.001714808 
2.200000000000000178 0.0006465487 0.0006371424 0.001037765 0.002000036 0.00177411 0.001632059 
